Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000132698	ENSG00000132698.16	RAB25	156061148	156070514	1
ENSG00000103145	ENSG00000103145.12	HCFC1R1	3022625	3024286	16
ENSG00000196369	ENSG00000196369.13	SRGAP2B	144887191	145095528	1
ENSG00000142530	ENSG00000142530.12	GARIN5A	50466785	50476866	19
ENSG00000134020	ENSG00000134020.9	PEBP4	22713237	23000000	8
ENSG00000090266	ENSG00000090266.14	NDUFB2	140690777	140723923	7
ENSG00000143333	ENSG00000143333.8	RGS16	182598623	182604394	1
ENSG00000105135	ENSG00000105135.17	ILVBL	15114976	15125792	19
ENSG00000240694	ENSG00000240694.10	PNMA2	26504701	26514092	8
ENSG00000089280	ENSG00000089280.21	FUS	31180134	31196963	16
ENSG00000104043	ENSG00000104043.16	ATP8B4	49858238	50182817	15
ENSG00000120910	ENSG00000120910.16	PPP3CC	22440819	22541145	8
ENSG00000122778	ENSG00000122778.11	KIAA1549	138831381	138982084	7
ENSG00000108846	ENSG00000108846.17	ABCC3	50634609	50692631	17
ENSG00000068078	ENSG00000068078.21	FGFR3	1793286	1808873	4
ENSG00000243414	ENSG00000243414.7	TICAM2	115578196	115602479	5
ENSG00000113163	ENSG00000113163.20	CERT1	75356345	75512138	5
ENSG00000204580	ENSG00000204580.15	DDR1	30876421	30900978	6
ENSG00000128928	ENSG00000128928.11	IVD	40405485	40435947	15
ENSG00000091732	ENSG00000091732.19	ZC3HC1	130018286	130051401	7
ENSG00000159023	ENSG00000159023.24	EPB41	28887091	29120046	1
ENSG00000169299	ENSG00000169299.15	PGM2	37826660	37863028	4
ENSG00000135974	ENSG00000135974.12	C2orf49	105337532	105350712	2
ENSG00000123268	ENSG00000123268.10	ATF1	50763710	50821162	12
ENSG00000127990	ENSG00000127990.20	SGCE	94524204	94656572	7
ENSG00000118160	ENSG00000118160.15	SLC8A2	47428017	47471918	19
ENSG00000067369	ENSG00000067369.15	TP53BP1	43403061	43510728	15
ENSG00000162869	ENSG00000162869.17	PPP1R21	48440598	48515391	2
ENSG00000105373	ENSG00000105373.20	NOP53	47745520	47757058	19
ENSG00000137575	ENSG00000137575.13	SDCBP	58552924	58583800	8
ENSG00000145428	ENSG00000145428.16	RNF175	153710160	153760031	4
ENSG00000168092	ENSG00000168092.15	PAFAH1B2	117144284	117176894	11
ENSG00000198598	ENSG00000198598.8	MMP17	131828393	131851783	12
ENSG00000067715	ENSG00000067715.16	SYT1	78863650	79452009	12
ENSG00000002549	ENSG00000002549.14	LAP3	17577198	17607975	4
ENSG00000109205	ENSG00000109205.18	ODAM	70195706	70205734	4
ENSG00000167414	ENSG00000167414.6	GNG8	46633953	46636649	19
ENSG00000037757	ENSG00000037757.15	MRI1	13764522	13774282	19
ENSG00000177542	ENSG00000177542.12	SLC25A22	790474	798316	11
ENSG00000063245	ENSG00000063245.16	EPN1	55675109	55709858	19
ENSG00000138642	ENSG00000138642.17	HERC6	88378739	88443098	4
ENSG00000174938	ENSG00000174938.16	SEZ6L2	29871159	29899550	16
ENSG00000197329	ENSG00000197329.13	PELI1	64092652	64144420	2
ENSG00000100678	ENSG00000100678.21	SLC8A3	70044215	70189480	14
ENSG00000140612	ENSG00000140612.15	SEC11A	84669529	84716460	15
ENSG00000109445	ENSG00000109445.12	ZNF330	141220280	141234697	4
ENSG00000164292	ENSG00000164292.14	RHOBTB3	95713522	95824383	5
ENSG00000144455	ENSG00000144455.15	SUMF1	3700814	4467273	3
ENSG00000173221	ENSG00000173221.15	GLRX	95751319	95822734	5
ENSG00000113396	ENSG00000113396.14	SLC27A6	128538013	129036767	5
ENSG00000120925	ENSG00000120925.17	RNF170	42849637	42897290	8
ENSG00000215252	ENSG00000215252.13	GOLGA8B	34525095	34588503	15
ENSG00000119725	ENSG00000119725.22	ZNF410	73886201	73932521	14
ENSG00000118762	ENSG00000118762.9	PKD2	88007629	88077777	4
ENSG00000139697	ENSG00000139697.15	SBNO1	123289109	123365184	12
ENSG00000145907	ENSG00000145907.17	G3BP1	151770951	151812911	5
ENSG00000130294	ENSG00000130294.19	KIF1A	240713761	240824320	2
ENSG00000144677	ENSG00000144677.16	CTDSPL	37861880	37984469	3
ENSG00000160948	ENSG00000160948.15	VPS28	144423601	144429499	8
ENSG00000109424	ENSG00000109424.5	UCP1	140559431	140569001	4
ENSG00000169627	ENSG00000169627.10	BOLA2B	30192930	30194306	16
ENSG00000198121	ENSG00000198121.16	LPAR1	110871773	111038863	9
ENSG00000168310	ENSG00000168310.13	IRF2	184385702	184474558	4
ENSG00000013364	ENSG00000013364.20	MVP	29820394	29848039	16
ENSG00000111647	ENSG00000111647.14	BLTP3B	100028455	100142886	12
ENSG00000140474	ENSG00000140474.15	ULK3	74836116	74843346	15
ENSG00000144824	ENSG00000144824.22	PHLDB2	111732403	111976837	3
ENSG00000102879	ENSG00000102879.18	CORO1A	30182817	30189085	16
ENSG00000079999	ENSG00000079999.15	KEAP1	10486119	10503558	19
ENSG00000164347	ENSG00000164347.19	GFM2	74721206	74767147	5
ENSG00000151470	ENSG00000151470.14	C4orf33	129093317	129116640	4
ENSG00000064115	ENSG00000064115.12	TM7SF3	26971579	27014507	12
ENSG00000172889	ENSG00000172889.17	EGFL7	136658284	136672679	9
ENSG00000064607	ENSG00000064607.18	SUGP2	18990888	19034040	19
ENSG00000184916	ENSG00000184916.10	JAG2	105140982	105168919	14
ENSG00000176273	ENSG00000176273.16	SLC35G1	93893937	93956062	10
ENSG00000164035	ENSG00000164035.11	EMCN	100395341	100880126	4
ENSG00000165996	ENSG00000165996.15	HACD1	17588316	17617430	10
ENSG00000134463	ENSG00000134463.16	ECHDC3	11742366	11764139	10
ENSG00000173588	ENSG00000173588.17	CEP83	94306449	94459988	12
ENSG00000107929	ENSG00000107929.17	LARP4B	806915	931821	10
ENSG00000167377	ENSG00000167377.20	ZNF23	71447597	71463095	16
ENSG00000276043	ENSG00000276043.6	UHRF1	4903080	4962154	19
ENSG00000187486	ENSG00000187486.8	KCNJ11	17365172	17389353	11
ENSG00000148700	ENSG00000148700.16	ADD3	109996356	110135565	10
ENSG00000103534	ENSG00000103534.18	TMC5	19410428	19499113	16
ENSG00000173933	ENSG00000173933.22	RBM4	66638658	66668380	11
ENSG00000076513	ENSG00000076513.18	ANKRD13A	109999186	110039763	12
ENSG00000109501	ENSG00000109501.16	WFS1	6269839	6303265	4
ENSG00000134013	ENSG00000134013.17	LOXL2	23296897	23425328	8
ENSG00000205302	ENSG00000205302.8	SNX2	122775010	122834543	5
ENSG00000072954	ENSG00000072954.8	TMEM38A	16661129	16690023	19
ENSG00000129151	ENSG00000129151.10	BBOX1	27040698	27127810	11
ENSG00000139970	ENSG00000139970.19	RTN1	59595976	59870796	14
ENSG00000078674	ENSG00000078674.21	PCM1	17922746	18029996	8
ENSG00000125746	ENSG00000125746.19	EML2	45606994	45645602	19
ENSG00000204323	ENSG00000204323.6	SMIM5	75628368	75642570	17
ENSG00000137825	ENSG00000137825.12	ITPKA	41493360	41503554	15
ENSG00000163291	ENSG00000163291.15	PAQR3	78887127	78939438	4
ENSG00000178802	ENSG00000178802.19	MPI	74890005	74902219	15
ENSG00000273559	ENSG00000273559.6	CWC25	38800441	38825646	17
ENSG00000012963	ENSG00000012963.16	UBR7	93207241	93229215	14
ENSG00000052795	ENSG00000052795.14	FNIP2	158769026	158908050	4
ENSG00000151500	ENSG00000151500.16	THYN1	134248270	134253370	11
ENSG00000130921	ENSG00000130921.10	MTRFR	123232142	123258079	12
ENSG00000188878	ENSG00000188878.21	FBF1	75909574	75941140	17
ENSG00000173040	ENSG00000173040.14	EVC2	5542772	5709548	4
ENSG00000123064	ENSG00000123064.14	DDX54	113157173	113185508	12
ENSG00000177932	ENSG00000177932.8	ZNF354C	179060361	179083977	5
ENSG00000100884	ENSG00000100884.11	CPNE6	24070837	24078100	14
ENSG00000151422	ENSG00000151422.15	FER	108747841	109196841	5
ENSG00000149131	ENSG00000149131.18	SERPING1	57597387	57619246	11
ENSG00000022355	ENSG00000022355.19	GABRA1	161847063	161899981	5
ENSG00000125445	ENSG00000125445.12	MRPS7	75261670	75270708	17
ENSG00000154001	ENSG00000154001.15	PPP2R5E	63371364	63543410	14
ENSG00000040531	ENSG00000040531.17	CTNS	3636459	3663103	17
ENSG00000140350	ENSG00000140350.16	ANP32A	68778534	68820924	15
ENSG00000010319	ENSG00000010319.8	SEMA3G	52433035	52445103	3
ENSG00000104946	ENSG00000104946.15	TBC1D17	49877501	49888751	19
ENSG00000131165	ENSG00000131165.17	CHMP1A	89640816	89657738	16
ENSG00000041880	ENSG00000041880.16	PARP3	51942252	51948871	3
ENSG00000138696	ENSG00000138696.12	BMPR1B	94757937	95158448	4
ENSG00000125457	ENSG00000125457.16	MIF4GD	75266228	75271237	17
ENSG00000132612	ENSG00000132612.18	VPS4A	69311336	69326939	16
ENSG00000110628	ENSG00000110628.17	SLC67A1	2899718	2925247	11
ENSG00000180209	ENSG00000180209.13	MYL11	30370332	30377991	16
ENSG00000105778	ENSG00000105778.21	AVL9	32495426	32588726	7
ENSG00000170876	ENSG00000170876.10	TMEM43	14125015	14143681	3
ENSG00000186710	ENSG00000186710.13	CFAP73	113149716	113159526	12
ENSG00000104964	ENSG00000104964.16	TLE5	3052909	3063107	19
ENSG00000170545	ENSG00000170545.18	SMAGP	51244558	51270415	12
ENSG00000119139	ENSG00000119139.22	TJP2	69121264	69274615	9
ENSG00000131473	ENSG00000131473.18	ACLY	41866916	41930545	17
ENSG00000151304	ENSG00000151304.7	SRFBP1	121961965	122075570	5
ENSG00000090905	ENSG00000090905.20	TNRC6A	24610209	24827632	16
ENSG00000109472	ENSG00000109472.15	CPE	165361194	165498547	4
ENSG00000171792	ENSG00000171792.12	RHNO1	2876258	2889524	12
ENSG00000234284	ENSG00000234284.8	ZNF879	179023804	179035064	5
ENSG00000163071	ENSG00000163071.12	SPATA18	52051304	52097302	4
ENSG00000185432	ENSG00000185432.13	TMT1A	50923472	50932510	12
ENSG00000198690	ENSG00000198690.11	FAN1	30890559	30946209	15
ENSG00000166598	ENSG00000166598.17	HSP90B1	103930107	103953931	12
ENSG00000113356	ENSG00000113356.14	POLR3G	90471748	90514559	5
ENSG00000196653	ENSG00000196653.13	ZNF502	44712640	44723831	3
ENSG00000155034	ENSG00000155034.22	FBXL18	5431335	5513809	7
ENSG00000170365	ENSG00000170365.11	SMAD1	145480769	145559176	4
ENSG00000136261	ENSG00000136261.17	BZW2	16644653	16706771	7
ENSG00000145194	ENSG00000145194.20	ECE2	184275531	184293031	3
ENSG00000162493	ENSG00000162493.18	PDPN	13583465	13617957	1
ENSG00000105726	ENSG00000105726.18	ATP13A1	19645198	19663700	19
ENSG00000100749	ENSG00000100749.10	VRK1	96797304	96954846	14
ENSG00000205629	ENSG00000205629.13	LCMT1	25111731	25178231	16
ENSG00000164398	ENSG00000164398.16	ACSL6	131949973	132012243	5
ENSG00000214114	ENSG00000214114.10	MYCBP	38862493	38873378	1
ENSG00000164074	ENSG00000164074.18	ABHD18	127965267	128039953	4
ENSG00000129744	ENSG00000129744.4	ART1	3645115	3668548	11
ENSG00000204624	ENSG00000204624.9	DISP3	11478905	11537583	1
ENSG00000137496	ENSG00000137496.20	IL18BP	71998613	72007315	11
ENSG00000221866	ENSG00000221866.11	PLXNA4	132123340	132648688	7
ENSG00000159625	ENSG00000159625.16	DRC7	57694793	57731805	16
ENSG00000059378	ENSG00000059378.14	PARP12	140023746	140063344	7
ENSG00000119720	ENSG00000119720.19	NRDE2	90267860	90331981	14
ENSG00000092850	ENSG00000092850.13	TEKT2	36084094	36088278	1
ENSG00000168924	ENSG00000168924.16	LETM1	1811479	1856232	4
ENSG00000144659	ENSG00000144659.14	SLC25A38	39383347	39397351	3
ENSG00000164949	ENSG00000164949.9	GEM	94249249	94262461	8
ENSG00000188549	ENSG00000188549.14	CCDC9B	40331452	40340939	15
ENSG00000165006	ENSG00000165006.15	UBAP1	34179005	34252523	9
ENSG00000161642	ENSG00000161642.19	ZNF385A	54369129	54391307	12
ENSG00000164054	ENSG00000164054.18	SHISA5	48467798	48504826	3
ENSG00000100564	ENSG00000100564.10	PIGH	67581955	67600286	14
ENSG00000173517	ENSG00000173517.12	PEAK1	77100656	77420216	15
ENSG00000185475	ENSG00000185475.12	TMEM179B	62787387	62790403	11
ENSG00000142279	ENSG00000142279.14	WTIP	34481682	34512304	19
ENSG00000143590	ENSG00000143590.15	EFNA3	155078823	155087538	1
ENSG00000176148	ENSG00000176148.17	TCP11L1	33039417	33105943	11
ENSG00000106524	ENSG00000106524.10	ANKMY2	16599779	16645831	7
ENSG00000100908	ENSG00000100908.15	EMC9	24138958	24142023	14
ENSG00000130770	ENSG00000130770.19	ATP5IF1	28236084	28246906	1
ENSG00000184428	ENSG00000184428.14	TOP1MT	143304384	143359979	8
ENSG00000145439	ENSG00000145439.13	CBR4	168863770	169010311	4
ENSG00000142233	ENSG00000142233.15	NTN5	48661407	48673081	19
ENSG00000131873	ENSG00000131873.8	CHSY1	101175727	101252048	15
ENSG00000163467	ENSG00000163467.13	TSACC	156337314	156346995	1
ENSG00000166262	ENSG00000166262.17	FAM227B	49326962	49620929	15
ENSG00000105607	ENSG00000105607.15	GCDH	12891128	12915126	19
ENSG00000138764	ENSG00000138764.16	CCNG2	77157207	77433388	4
ENSG00000092010	ENSG00000092010.16	PSME1	24136156	24138967	14
ENSG00000007392	ENSG00000007392.18	LUC7L	188961	229463	16
ENSG00000117592	ENSG00000117592.10	PRDX6	173476814	173489064	1
ENSG00000163380	ENSG00000163380.17	LMOD3	69106065	69123032	3
ENSG00000134339	ENSG00000134339.10	SAA2	18239223	18248668	11
ENSG00000157036	ENSG00000157036.14	EXOG	38496127	38542161	3
ENSG00000050426	ENSG00000050426.17	LETMD1	51047962	51060426	12
ENSG00000132906	ENSG00000132906.19	CASP9	15490832	15526534	1
ENSG00000090487	ENSG00000090487.12	SPG21	64963022	64990312	15
ENSG00000170185	ENSG00000170185.13	USP38	143184917	143225212	4
ENSG00000165917	ENSG00000165917.11	RAPSN	47437762	47449192	11
ENSG00000263001	ENSG00000263001.10	GTF2I	74650231	74760706	7
ENSG00000163463	ENSG00000163463.14	KRTCAP2	155169408	155173475	1
ENSG00000109534	ENSG00000109534.18	GAR1	109815500	109825575	4
ENSG00000149187	ENSG00000149187.20	CELF1	47465933	47565569	11
ENSG00000162623	ENSG00000162623.17	TYW3	74733152	74767555	1
ENSG00000169122	ENSG00000169122.13	FAM110B	57993956	58204279	8
ENSG00000239998	ENSG00000239998.8	LILRA2	54572920	54590287	19
ENSG00000163932	ENSG00000163932.17	PRKCD	53156009	53192717	3
ENSG00000179364	ENSG00000179364.16	PACS2	105300563	105398147	14
ENSG00000066827	ENSG00000066827.17	ZFAT	134477788	134713127	8
ENSG00000143119	ENSG00000143119.16	CD53	110871176	110899936	1
ENSG00000103479	ENSG00000103479.18	RBL2	53433977	53491649	16
ENSG00000153130	ENSG00000153130.19	SCOC	140257286	140385728	4
ENSG00000167657	ENSG00000167657.15	DAPK3	3958453	3971123	19
ENSG00000106829	ENSG00000106829.22	TLE4	79571773	79726882	9
ENSG00000188906	ENSG00000188906.18	LRRK2	40196744	40369285	12
ENSG00000125503	ENSG00000125503.14	PPP1R12C	55090913	55117639	19
ENSG00000109787	ENSG00000109787.14	KLF3	38664032	38701517	4
ENSG00000198301	ENSG00000198301.13	SDAD1	75940950	75990962	4
ENSG00000086015	ENSG00000086015.24	MAST2	45786987	46036228	1
ENSG00000175084	ENSG00000175084.14	DES	219417474	219426739	2
ENSG00000164308	ENSG00000164308.19	ERAP2	96875986	96919703	5
ENSG00000242612	ENSG00000242612.8	DECR2	401854	412492	16
ENSG00000013573	ENSG00000013573.18	DDX11	31073282	31104811	12
ENSG00000137509	ENSG00000137509.13	PRCP	82822936	82970584	11
ENSG00000104320	ENSG00000104320.16	NBN	89924515	90003228	8
ENSG00000064932	ENSG00000064932.17	SBNO2	1107636	1174295	19
ENSG00000166971	ENSG00000166971.18	AKTIP	53490502	53504411	16
ENSG00000145526	ENSG00000145526.13	CDH18	19471296	20575873	5
ENSG00000172399	ENSG00000172399.7	MYOZ2	119128431	119187789	4
ENSG00000134461	ENSG00000134461.17	ANKRD16	5861616	5889906	10
ENSG00000134853	ENSG00000134853.13	PDGFRA	54229130	54298246	4
ENSG00000081791	ENSG00000081791.10	DELE1	141923819	141946919	5
ENSG00000174672	ENSG00000174672.17	BRSK2	1389899	1462689	11
ENSG00000176986	ENSG00000176986.17	SEC24C	73744366	73772173	10
ENSG00000147955	ENSG00000147955.19	SIGMAR1	34634720	34637844	9
ENSG00000253313	ENSG00000253313.7	C1orf210	43281866	43285908	1
ENSG00000156958	ENSG00000156958.16	GALK2	49155656	49367869	15
ENSG00000148248	ENSG00000148248.15	SURF4	133361450	133376166	9
ENSG00000143379	ENSG00000143379.14	SETDB1	150926263	150964744	1
ENSG00000176049	ENSG00000176049.17	JAKMIP2	147585438	147782775	5
ENSG00000197016	ENSG00000197016.13	ZNF470	56567468	56588911	19
ENSG00000105011	ENSG00000105011.10	ASF1B	14119512	14136622	19
ENSG00000105127	ENSG00000105127.11	AKAP8	15353385	15379829	19
ENSG00000122692	ENSG00000122692.10	SMU1	33041765	33076694	9
ENSG00000135686	ENSG00000135686.14	KLHL36	84643425	84667837	16
ENSG00000003393	ENSG00000003393.17	ALS2	201700267	201782112	2
ENSG00000166747	ENSG00000166747.14	AP1G1	71729000	71809201	16
ENSG00000189050	ENSG00000189050.17	RNFT1	59952240	59964761	17
ENSG00000152795	ENSG00000152795.19	HNRNPDL	82422565	82430471	4
ENSG00000104972	ENSG00000104972.17	LILRB1	54616309	54638022	19
ENSG00000141753	ENSG00000141753.8	IGFBP4	40443446	40457727	17
ENSG00000141497	ENSG00000141497.15	ZMYND15	4739108	4746119	17
ENSG00000145623	ENSG00000145623.14	OSMR	38845852	38945596	5
ENSG00000175376	ENSG00000175376.10	EIF1AD	65996545	66002472	11
ENSG00000165819	ENSG00000165819.13	METTL3	21498128	21511362	14
ENSG00000178764	ENSG00000178764.9	ZHX2	122781311	122974514	8
ENSG00000185436	ENSG00000185436.13	IFNLR1	24154168	24187959	1
ENSG00000166855	ENSG00000166855.10	CLPX	65148219	65185393	15
ENSG00000196422	ENSG00000196422.12	PPP1R26	135479073	135488897	9
ENSG00000185158	ENSG00000185158.14	LRRC37B	32007383	32053504	17
ENSG00000221947	ENSG00000221947.9	XKR9	70669332	70790371	8
ENSG00000117322	ENSG00000117322.20	CR2	207453024	207489895	1
ENSG00000204001	ENSG00000204001.11	LCN8	136754386	136758543	9
ENSG00000165092	ENSG00000165092.14	ALDH1A1	72900670	73080442	9
ENSG00000085788	ENSG00000085788.15	DDHD2	38225218	38275558	8
ENSG00000197746	ENSG00000197746.16	PSAP	71816289	71851330	10
ENSG00000178950	ENSG00000178950.19	GAK	849275	932411	4
ENSG00000144712	ENSG00000144712.14	CAND2	12796472	12834818	3
ENSG00000166326	ENSG00000166326.8	TRIM44	35662537	35818007	11
ENSG00000170624	ENSG00000170624.15	SGCD	155870344	156767788	5
ENSG00000165792	ENSG00000165792.19	METTL17	20989973	20997035	14
ENSG00000179168	ENSG00000179168.16	GGN	38384267	38388274	19
ENSG00000140386	ENSG00000140386.14	SCAPER	76347904	76905970	15
ENSG00000168010	ENSG00000168010.12	ATG16L2	72814138	72843674	11
ENSG00000167815	ENSG00000167815.13	PRDX2	12796817	12801849	19
ENSG00000123472	ENSG00000123472.14	ATPAF1	46632071	46673867	1
ENSG00000105656	ENSG00000105656.14	ELL	18442663	18522116	19
ENSG00000183258	ENSG00000183258.13	DDX41	177511569	177516979	5
ENSG00000132530	ENSG00000132530.18	XAF1	6755377	6775647	17
ENSG00000163608	ENSG00000163608.16	NEPRO	113002444	113019861	3
ENSG00000138131	ENSG00000138131.5	LOXL4	98247690	98268650	10
ENSG00000076641	ENSG00000076641.5	PAG1	80967810	81112116	8
ENSG00000129991	ENSG00000129991.15	TNNI3	55151767	55157773	19
ENSG00000225556	ENSG00000225556.3	C2CD4D	151837818	151840557	1
ENSG00000180257	ENSG00000180257.15	ZNF816	52949377	52962911	19
ENSG00000116649	ENSG00000116649.11	SRM	11054584	11060053	1
ENSG00000142655	ENSG00000142655.14	PEX14	10472288	10630758	1
ENSG00000168077	ENSG00000168077.15	SCARA3	27633414	27676776	8
ENSG00000172731	ENSG00000172731.16	LRRC20	70298970	70382650	10
ENSG00000171747	ENSG00000171747.10	LGALS4	38801671	38813070	19
ENSG00000126822	ENSG00000126822.19	PLEKHG3	64704102	64750249	14
ENSG00000172785	ENSG00000172785.20	ZNG1A	119288	179147	9
ENSG00000173890	ENSG00000173890.18	GPR160	170037451	170089944	3
ENSG00000006025	ENSG00000006025.14	OSBPL7	47807367	47821803	17
ENSG00000116288	ENSG00000116288.14	PARK7	7954264	7985505	1
ENSG00000165886	ENSG00000165886.6	UBTD1	97498913	97571206	10
ENSG00000065308	ENSG00000065308.6	TRAM2	52497408	52577077	6
ENSG00000107863	ENSG00000107863.21	ARHGAP21	24583609	24723887	10
ENSG00000104472	ENSG00000104472.11	CHRAC1	140511311	140517154	8
ENSG00000215114	ENSG00000215114.11	UBXN2B	58411349	58452164	8
ENSG00000120733	ENSG00000120733.16	KDM3B	138352681	138437028	5
ENSG00000087074	ENSG00000087074.10	PPP1R15A	48872212	48876291	19
ENSG00000158636	ENSG00000158636.18	EMSY	76444887	76553031	11
ENSG00000145945	ENSG00000145945.8	FAM50B	3849373	3851320	6
ENSG00000130433	ENSG00000130433.9	CACNG6	53991637	54012666	19
ENSG00000092208	ENSG00000092208.20	GEMIN2	39114285	39139037	14
ENSG00000047936	ENSG00000047936.12	ROS1	117287353	117425942	6
ENSG00000140511	ENSG00000140511.13	HAPLN3	88877294	88895597	15
ENSG00000196867	ENSG00000196867.9	ZFP28	56538948	56556808	19
ENSG00000197181	ENSG00000197181.13	PIWIL2	22275316	22357568	8
ENSG00000140527	ENSG00000140527.16	WDR93	89690811	89743639	15
ENSG00000142002	ENSG00000142002.20	DPP9	4674341	4724673	19
ENSG00000121577	ENSG00000121577.15	POPDC2	119636457	119665324	3
ENSG00000099377	ENSG00000099377.15	HSD3B7	30985143	30989154	16
ENSG00000145012	ENSG00000145012.16	LPP	188152994	188890671	3
ENSG00000161970	ENSG00000161970.16	RPL26	8377503	8384062	17
ENSG00000146039	ENSG00000146039.12	SLC17A4	25753300	25783316	6
ENSG00000242498	ENSG00000242498.9	ARPIN	89895006	89912952	15
ENSG00000128739	ENSG00000128739.24	SNRPN	24823637	24978723	15
ENSG00000174021	ENSG00000174021.13	GNG5	84498284	84507237	1
ENSG00000136305	ENSG00000136305.13	CIDEB	24305187	24311440	14
ENSG00000162650	ENSG00000162650.18	ATXN7L2	109483479	109492812	1
ENSG00000204642	ENSG00000204642.15	HLA-F	29722738	29738528	6
ENSG00000169174	ENSG00000169174.14	PCSK9	55039445	55064852	1
ENSG00000060339	ENSG00000060339.15	CCAR1	68721012	68792377	10
ENSG00000143149	ENSG00000143149.14	ALDH9A1	165662216	165698597	1
ENSG00000132842	ENSG00000132842.17	AP3B1	77991640	78294762	5
ENSG00000140043	ENSG00000140043.13	PTGR2	73851799	73885726	14
ENSG00000180596	ENSG00000180596.10	H2BC4	26086317	26124016	6
ENSG00000072958	ENSG00000072958.10	AP1M1	16197854	16245906	19
ENSG00000119899	ENSG00000119899.14	SLC17A5	73593364	73654014	6
ENSG00000168079	ENSG00000168079.18	SCARA5	27869883	27992834	8
ENSG00000189091	ENSG00000189091.14	SF3B3	70523782	70577670	16
ENSG00000060688	ENSG00000060688.14	SNRNP40	31259568	31296788	1
ENSG00000118418	ENSG00000118418.17	HMGN3	79200929	79234862	6
ENSG00000076351	ENSG00000076351.14	SLC46A1	28394642	28407197	17
ENSG00000085719	ENSG00000085719.14	CPNE3	86514435	86561498	8
ENSG00000054116	ENSG00000054116.13	TRAPPC3	36136570	36156053	1
ENSG00000175931	ENSG00000175931.14	UBE2O	76389456	76453208	17
ENSG00000112763	ENSG00000112763.18	BTN2A1	26457904	26476621	6
ENSG00000158186	ENSG00000158186.14	MRAS	138347648	138405534	3
ENSG00000134215	ENSG00000134215.17	VAV3	107571161	107965180	1
ENSG00000067225	ENSG00000067225.22	PKM	72199026	72231819	15
ENSG00000167107	ENSG00000167107.14	ACSF2	50426158	50474845	17
ENSG00000188747	ENSG00000188747.10	NOXA1	137423350	137434451	9
ENSG00000082805	ENSG00000082805.22	ERC1	989998	1495933	12
ENSG00000100926	ENSG00000100926.16	TM9SF1	24189140	24196287	14
ENSG00000122194	ENSG00000122194.21	PLG	160702105	160754097	6
ENSG00000187288	ENSG00000187288.13	CIDEC	9866710	9880256	3
ENSG00000249115	ENSG00000249115.10	HAUS5	35612735	35625355	19
ENSG00000143373	ENSG00000143373.19	ZNF687	151281502	151292180	1
ENSG00000255587	ENSG00000255587.10	RAB44	36697826	36733184	6
ENSG00000188001	ENSG00000188001.11	TPRG1	188947214	189325304	3
ENSG00000135334	ENSG00000135334.10	AKIRIN2	87674860	87702255	6
ENSG00000027697	ENSG00000027697.17	IFNGR1	137197483	137219449	6
ENSG00000156414	ENSG00000156414.21	TDRD9	103928456	104052667	14
ENSG00000164904	ENSG00000164904.19	ALDH7A1	126531200	126595362	5
ENSG00000134250	ENSG00000134250.22	NOTCH2	119911553	120100779	1
ENSG00000138380	ENSG00000138380.19	CARF	202912214	202988263	2
ENSG00000147912	ENSG00000147912.14	FBXO10	37510892	37576380	9
ENSG00000185697	ENSG00000185697.18	MYBL1	66562175	66614247	8
ENSG00000196961	ENSG00000196961.14	AP2A1	49766990	49807114	19
ENSG00000146151	ENSG00000146151.15	HMGCLL1	55434368	55579197	6
ENSG00000164053	ENSG00000164053.23	ATRIP	48446710	48467645	3
ENSG00000100744	ENSG00000100744.16	GSKIP	96363452	96387288	14
ENSG00000188833	ENSG00000188833.11	ENTPD8	137434362	137441881	9
ENSG00000166181	ENSG00000166181.14	API5	43311955	43344530	11
ENSG00000100604	ENSG00000100604.14	CHGA	92922630	92935293	14
ENSG00000135469	ENSG00000135469.15	COQ10A	56266846	56270966	12
ENSG00000183831	ENSG00000183831.8	ANKRD45	173608336	173669851	1
ENSG00000116161	ENSG00000116161.19	CACYBP	174999163	175012027	1
ENSG00000167772	ENSG00000167772.13	ANGPTL4	8363223	8374371	19
ENSG00000186577	ENSG00000186577.15	SMIM29	34246381	34249108	6
ENSG00000189046	ENSG00000189046.12	ALKBH2	109088188	109098462	12
ENSG00000163297	ENSG00000163297.19	ANTXR2	79901146	80125454	4
ENSG00000100883	ENSG00000100883.14	SRP54	34981957	35029686	14
ENSG00000105397	ENSG00000105397.17	TYK2	10350528	10380608	19
ENSG00000187796	ENSG00000187796.17	CARD9	136363956	136373683	9
ENSG00000118200	ENSG00000118200.17	CAMSAP2	200738893	200860707	1
ENSG00000168546	ENSG00000168546.12	GFRA2	21690398	21812370	8
ENSG00000161800	ENSG00000161800.14	RACGAP1	49976923	50033136	12
ENSG00000186470	ENSG00000186470.15	BTN3A2	26365159	26382797	6
ENSG00000103248	ENSG00000103248.20	MTHFSD	86530178	86555235	16
ENSG00000183624	ENSG00000183624.15	HMCES	129278441	129306189	3
ENSG00000143742	ENSG00000143742.15	SRP9	225777699	225790670	1
ENSG00000165269	ENSG00000165269.14	AQP7	33383179	33402682	9
ENSG00000171714	ENSG00000171714.14	ANO5	21782659	22283567	11
ENSG00000147655	ENSG00000147655.13	RSPO2	107899316	108083790	8
ENSG00000181773	ENSG00000181773.8	GPR3	27392622	27395814	1
ENSG00000067533	ENSG00000067533.7	RRP15	218285290	218337983	1
